BRAND,PRODUCT,PROCESSOR,RAM,HDD,SSD,GRAPHIC_CARD,DISPLAY,OPERATING_SYSTEM,PRICE,IMAGE
Dell,Dell Inspiron 3558 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1),Intel Core i3,4GB,500GB,NO,Intel HD Graphics 3000,15.6,Linux,29899,https://cdn1.smartprix.com/rx-ibgVvuePD-w103-h125/dell-vostro-2520-lap.jpg
Dell,Dell Inspiron 3442 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1/ Touch)(X560276IN9),Intel Core i3 4th Gen,4GB,500GB,NO,Intel HD Graphics 4000,15.6,Ubuntu,29899,https://cdn1.smartprix.com/rx-iUlB21xxJ-w103-h125/dell-vostro-2520-lap.jpg
Dell,Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 1TB/ 2GB Graph/ Ubuntu),Intel Core i3 4th Gen,4GB,1TB,NO,Intel Integrated,15.6,Windows 10,29886,https://cdn1.smartprix.com/rx-igm3EXvx3-w103-h125/dell-vostro-3568-not.jpg
Dell,Dell Inspiron 15 3543 Notebook (5th Gen Ci5/ 4GB/ 1TB/ Ubuntu),Intel Core i5,4GB,1TB,NO,2 GB AMD Graphics Card,15.6,Linux,29799,https://cdn1.smartprix.com/rx-ipODYMguW-w103-h125/dell-inspiron-3567-n.jpg
Dell,Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ 2GB Graph/ Win8.1),Intel Core i5 4th Gen,4GB,500GB,NO,1 GB AMD Graphics Card,15.6,Ubuntu,29790,https://cdn1.smartprix.com/rx-iQAC2bXLk-w103-h125/dell-inspiron-15-353.jpg
Dell,Dell Inspiron 5558 Notebook (5th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 5th Gen,4GB,1TB,NO,Intel HD Graphics,14,Windows 10,29691,https://cdn1.smartprix.com/rx-ijz1yjRPj-w103-h125/dell-vostro-3478-lap.jpg
Dell,Dell Inspiron 5558 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu),Intel Core i3 4th Gen,4GB,500GB,NO,Intel HD Graphics 3000,14,Windows 8,29664,https://cdn1.smartprix.com/rx-i0fBq7beA-w103-h125/dell-vostro-2420-lap.jpg
Dell,Dell Latitude 3480 Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4GB,NO,256GB,Intel Integrated UHD,14,Windows 10,29643,https://cdn1.smartprix.com/rx-iDVyAVa2I-w103-h125/dell-inspiron-14-348.jpg
Dell,Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ 2GB Graph/Ubuntu),Intel Core i5 4th Gen,4GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,29550,https://cdn1.smartprix.com/rx-iOeu0nwPr-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/Intel HD Graphics 4400/ Win8.1),Intel Core i5 4th Gen,4GB,500GB,NO,Intel Hd Graphics 4400,15.6,Ubuntu,29499,https://cdn1.smartprix.com/rx-iqYYDjrpK-w103-h125/dell-inspiron-5000-5.jpg
Dell,Dell Inspiron 3558 Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 5th Gen,4GB,1TB,NO,AMD Radeon R5,15.6,Windows 10,29490,https://cdn1.smartprix.com/rx-i3ye9hM4V-w103-h125/dell-3565-notebook-a.jpg
Dell,Dell Inspiron 3558 Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4GB,1TB,NO,Integrated AMD Graphics,15.6,Windows 10,29490,https://cdn1.smartprix.com/rx-iOVDA2Wjo-w103-h125/dell-3565-notebook-7.jpg
Dell,Dell Inspiron 5455 Notebook (APU Quad Core A8/ 4GB/ 1TB/ Win8.1/ 2GB Graph),AMD A8 APU,4GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,29490,https://cdn1.smartprix.com/rx-iEhqvgQzY-w103-h125/dell-vostro-2520-lap.jpg
Dell,Dell Inspiron 15 5559 (Z566501UIN9) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 6th Gen,4GB,1TB,NO,Intel HD Graphics 4400,15.6,DOS,29490,https://cdn1.smartprix.com/rx-iLDh9209s-w103-h125/dell-inspiron-3558-n.jpg
Dell,Dell Inspiron 15 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph),Intel Core i5,4GB,500GB,NO,Intel HD Graphics 4000,15.6,Ubuntu,29449,https://cdn1.smartprix.com/rx-iwfA3ERFE-w103-h125/dell-vostro-2520-lap.jpg
Dell,Dell Inspiron 15 Laptop(4th gen Ci5/4GB/1 TB/Intel HD Graphics 4400 graph/Ubuntu),Intel Core i5 4th Gen,4GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,29323,https://cdn1.smartprix.com/rx-iD14CJQgp-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell Vostro 15 3559 Laptop (6th Gen Intel Ci5/ 4GB/ 1TB/ Ubuntu),Intel Core i5 6th Gen,4GB,1TB,NO,Intel HD Graphics 4400,15.6,Windows 8,29099,https://cdn1.smartprix.com/rx-iM2Pdj4mL-w103-h125/dell-inspiron-3558-n.jpg
Dell,Dell Inspiron 15 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph/ Touch),Intel Core i5 4th Gen,4GB,500GB,NO,2 GB AMD Graphics Card,14,Windows 8,29000,https://cdn1.smartprix.com/rx-ijkW7bnON-w103-h125/dell-vostro-14-3445.jpg
Dell,Dell INSPIRON 3000 SERIES Laptop(4th gen Ci5/ 4 GB /1TB/Intel HD 4400 Graph/ubuntu),Intel Core i5 4th Gen,4GB,1TB,NO,Intel HD 4400,15.6,Linux,28990,https://cdn1.smartprix.com/rx-i4Rppc8Jg-w103-h125/dell-inspiron-15-354.jpg
Dell,Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ FreeDos),Intel Core i3,4GB,1TB,NO,Intel HD 620,14,Windows 10,28990,https://cdn1.smartprix.com/rx-icdEboz20-w103-h125/dell-vostro-3468-lap.jpg
Dell,Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu),Intel Core i5 4th Gen,4GB,1TB,NO,Intel Integrated HD 620,15.6,Linux,28990,https://cdn1.smartprix.com/rx-ifnNjtuCK-w103-h125/dell-vostro-3568-not.jpg
Dell,Dell Inspiron 15-3542 Laptop (4th Gen Intel Core Ci5/ 4GB/ 1TB / Linux),Intel Core i5 4th Gen,4GB,500GB,NO,Intel HD 5500,15.6,Ubuntu,28900,https://cdn1.smartprix.com/rx-iTQYMnI6R-w103-h125/dell-inspiron-5000-5.jpg
Dell,Dell Latitude 14 3470 Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6100U Core i5 6th Gen,4GB,1TB,NO,Intel HD Graphics 520,14,DOS,28871,https://cdn1.smartprix.com/rx-iMXCyriLX-w103-h125/dell-latitude-3490-l.jpg
Dell,Dell Inspiron 5558 Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 5th Gen,4GB,500GB,NO,AMD Radeon R3 Graphics,14,Windows 8,28590,https://cdn1.smartprix.com/rx-ic7ViHLnG-w103-h125/dell-vostro-3445-not.jpg
Dell,Dell Inspiron 5447 Notebook (4th Gen Ci5/ 4GB/ 1TB/ 2GB Graph/ Win8.1),Intel Core i5 4th Gen,4GB,500GB,NO,Intel HD,11.6,Windows 8,28500,https://cdn1.smartprix.com/rx-i6vDBDa98-w103-h125/dell-inspiron-notebo.jpg
Dell,Dell Inspiron 15 3542 (X560367IN9) Laptop (4th Gen Intel Ci3/ 4GB/ 1TB/ Linux),Intel Core i3 4th Gen,4GB,1TB,NO,Intel Integrated UHD 620,14,Windows 10,28490,https://cdn1.smartprix.com/rx-iMhRXvx3M-w103-h125/dell-vostro-3480-lap.jpg
Dell,Dell Inspiron 5558 Notebook (5th Gen Core i5/ 4GB/ 1TB/ Win8.1/ 2GB Graph/ Touch),Intel Core i5 5th Gen,4GB,1TB,NO,Intel HD 620,14,Ubuntu,28449,https://cdn1.smartprix.com/rx-iEDI761Xh-w103-h125/dell-latitude-3480-l.jpg
Dell,Dell Inspiron 15 3521 Laptop (3rd Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph),Intel Core i5 3rd Gen,4GB,1TB,NO,Intel HD 620,15.6,Windows 10,28400,https://cdn1.smartprix.com/rx-iGyKLclJn-w103-h125/dell-inspiron-3567-l.jpg
Dell,Dell Inspiron 5559 Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6100U 6th Gen,4GB,1TB,NO,Intel Integrated,15.6,Windows 10,28390,https://cdn1.smartprix.com/rx-iZXkjLz8s-w103-h125/dell-inspiron-3567-n.jpg
Dell,Dell Inspiron 15 3542541TBiU Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu),Intel Core i5,4GB,500GB,NO,Intel HD Graphics 3000,14,Linux,28300,https://cdn1.smartprix.com/rx-iUSd1CBlh-w103-h125/dell-vostro-2420-lap.jpg
Dell,Dell Vostro 15 3549 Laptop (4th Gen CDC/ 4GB/ 500GB/ Win8 Pro),"Intel processor 2M Cache, 1.5Ghz Celeron",4GB,500GB,NO,NO,15.6,Windows 8,28263,https://cdn1.smartprix.com/rx-iIUoLLziv-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell Inspiron 15 3593 Laptop (10th Gen Core i5/ 4GB/ 512GB SSD/ Win10),Intel Core i5 10th Gen,4GB,500GB,NO,Intel HD Graphics,14,Windows 8,28200,https://cdn1.smartprix.com/rx-im0Br3HwG-w103-h125/dell-inspiron-14-344.jpg
Dell,Dell Latitude 7440 Laptop (4th Gen Intel Ci5/ 4GB/ 500GB/ Ubuntu),Intel Core i5 4th Gen,4GB,1TB,NO,Intel HD Graphics 4400,10.1,DOS,28100,https://cdn1.smartprix.com/rx-iNaKPkJ0F-w103-h125/dell-inspiron-3542-n.jpg
Dell,Dell Inspiron 11 3168 Laptop (PQC/ 4GB/ 500GB/ Win10),Intel Pentium 4th Gen,4GB,1TB,NO,Intel Hd 5500,15.6,Ubuntu,28099,https://cdn1.smartprix.com/rx-ikMDyDfg3-w103-h125/dell-inspiron-15-354.jpg
Dell,Dell Inspiron 5368 Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4GB,500GB,NO,2 GB AMD Graphics Card,14,Ubuntu,28090,https://cdn1.smartprix.com/rx-iZhspMA2r-w103-h125/dell-vostro-14-3445.jpg
Dell,Dell Vostro 3583 Laptop (8th Gen Core i7/ 4GB/ 1TB/ FreeDos/ 2GB Graph),Intel Core i7 8th Gen,4GB,500GB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 8,28000,https://cdn1.smartprix.com/rx-iz3ZKC5ue-w103-h125/dell-inspiron-15-354.jpg
Dell,Dell Vostro 5481 Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),Intel 8th Gen,4GB,500GB,NO,2 GB NVIDIA Graphics Card,14,Ubuntu,28000,https://cdn1.smartprix.com/rx-iCO3KysS9-w103-h125/dell-vostro-14-v3446.jpg
Dell,Dell Vostro 3581 Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 3rd Gen,4GB,500GB,NO,Intel HD Graphics,15.6,Linux,28000,https://cdn1.smartprix.com/rx-iL0HayU81-w103-h125/dell-vostro-1540-1st.jpg
Dell,Dell Inspiron 15 3583 Laptop (7th Gen Pentium Gold/ 4GB/ 1TB/ Win10),Intel Pentium Gold 7th Gen,4GB,1TB,NO,Intel HD 520,15.6,DOS,27999,https://cdn1.smartprix.com/rx-ijRpN2lnL-w103-h125/dell-inspiron-5559-l.jpg
Dell,Dell Vostro 3581 Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4GB,1TB,NO,AMD Radeon Vega 3,15.6,Windows 10,27990,https://cdn1.smartprix.com/rx-ihkBEsXlW-w103-h125/dell-inspiron-5575-l.jpg
Dell,Dell Vostro 3580 Laptop (8th Gen Core i5/ 4GB/ 1TB/ Ubuntu),Intel Core i5 8th Gen,4GB,500GB,NO,Intel HD Graphics 4400,14,Windows 8,27990,https://cdn1.smartprix.com/rx-ituZvrJzB-w103-h125/dell-vostro-3460-lap.jpg
Dell,Dell Vostro 15 3578 Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 7th Gen,4GB,1TB,NO,Intel HD Graphics 5500,15.6,Ubuntu,27990,https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Dell,Dell Vostro 5481 Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel 8th Gen,4GB,1TB,NO,Intel HD Graphics 620,15.6,Windows 10,27990,https://cdn1.smartprix.com/rx-i6FoxobMD-w103-h125/dell-vostro-3581-lap.jpg
Dell,Dell Inspiron 15 3583 Laptop (7th Gen Celeron/ 4GB/ 1TB/ Win10),Intel Celeron 7th Gen,4GB,1TB,NO,Intel Integrated HD 5500,15.6,Linux,27990,https://cdn1.smartprix.com/rx-iHJQt9sq2-w103-h125/dell-inspiron-5558-n.jpg
Dell,Dell Vostro 3581 Laptop (7th Gen Core i3/ 4GB/ 1TB/ FreeDos),Intel Core i3 7th Gen,4GB,1TB,NO,Intel Integrated HD520,14,Linux,27990,https://cdn1.smartprix.com/rx-i7hC6GRDz-w103-h125/dell-inspiron-3467-l.jpg
Dell,Dell Precision 15 5520 Laptop (7th Gen Ci7/ 32GB/ 1TB SSD/ Win10/ 4GB Graph),Intel Core i7 7th Gen,32GB,320GB,NO,Intel HD Graphics,14,Windows 8,27900,https://cdn1.smartprix.com/rx-iooRwGUH5-w103-h125/dell-vostro-2420-lap.jpg
Dell,Dell XPS 15 9570 Laptop (8th Gen Ci9/ 32GB/ 1TB SSD/ Win10/ 4GB Graph),Intel Core i9 8th Gen,32GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,27899,https://cdn1.smartprix.com/rx-iiH6VsoN0-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell XPS 15 9500 Laptop (10th Gen Core i7/ 32GB/ 1TB SSD/ Win10 Home/ 4GB Graph),Intel Core i7 10th Gen,32GB,1TB,NO,Intel HD Graphics 4400,15.6,Ubuntu,27849,https://cdn1.smartprix.com/rx-irHRfnlP8-w103-h125/dell-inspiron-5558-n.jpg
Dell,Alienware 15 AW159321TB8S Gaming Laptop (8th Gen Core i9/ 32GB/ 1TB HDD/ 1TB SSD/ Win10 Home/ 8GB Graph),Intel Core i9 8th Gen,32GB,1TB,NO,Intel Integrated HD 620,15.6,Linux,27490,https://cdn1.smartprix.com/rx-irUVDrqCJ-w103-h125/dell-vostro-3581-lap.jpg
Dell,Dell Alienware Area-51M Gaming Laptop (9th Gen Ci9/ 32GB/ 1TB 512GB SSD/ Win10 Home),Intel Core i9 9th Gen,32GB,1TB,NO,Intel Integrated HD520,14,Windows 10,27490,https://cdn1.smartprix.com/rx-iQv3VXZ94-w103-h125/dell-inspiron-3467-l.jpg
Dell,Dell Alienware 15 Laptop (7th Gen Ci7/ 32GB/ 1TB/ Win10 Home/ 8GB Graph),Intel Core i7 7820HK 7th Gen,32GB,500GB,NO,1 GB NVIDIA Graphics Card,14,Linux,27300,https://cdn1.smartprix.com/rx-is9koB1hE-w103-h125/dell-vostro-2420-lap.jpg
Dell,Dell Alienware 17 Laptop (7th Gen Ci7/ 32GB/ 1TB HDD/ 2TB SSD/ Win10 Home/ 8GB Graph),Intel Core i7 7700HQ 7th Gen,32GB,1TB,NO,AMD Radeon R5,14,Windows 10,27254,https://cdn1.smartprix.com/rx-i7JHvLr8Z-w103-h125/dell-inspiron-3595-l.jpg
Dell,Dell Alienware 17 Laptop (8th Gen Ci9/ 32GB/ 1TB SSD/ Win10 Home/ 8GB Graph),Intel Core i9 8th Gen,32GB,500GB,NO,2 GB AMD Graphics Card,14,Ubuntu,27200,https://cdn1.smartprix.com/rx-ivcvB5r75-w103-h125/dell-vostro-14-3445.jpg
Dell,Dell Precision 7520 Laptop(7th Gen Core i7/ 32GB/ 1TB/ Win10 Pro/ 4GB Graph),Intel 7820HK Core i7 7th Gen,32GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,27000,https://cdn1.smartprix.com/rx-iVIUv0b64-w103-h125/dell-inspiron-15-354.jpg
Dell,Dell Inspiron 3162 (Z569102HIN9) Laptop (CDC/ 2GB/ 32GB SSD/ Win10),Intel Celeron,2GB,1TB,NO,Intel HD Graphics 4400,15.6,Windows 8,26999,https://cdn1.smartprix.com/rx-iU0QdNqXX-w103-h125/dell-inspiron-3542-n.jpg
Dell,Dell Vostro 2520 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3 2nd Gen,2GB,1TB,NO,AMD Radeon R4,15.6,Windows 10,26990,https://cdn1.smartprix.com/rx-iiap7ztEe-w103-h125/dell-inspiron-15-356.jpg
Dell,Dell Inspiron 14 3421 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8/ 1GB Graph),Intel Core i3 3rd Gen,2GB,500GB,NO,Intel HD Graphics,14,Windows 8,26990,https://cdn1.smartprix.com/rx-ipL0UgUGM-w103-h125/dell-inspiron-3443-n.jpg
Dell,Dell Inspiron 11 3000 Netbook (4th Gen CDC/ 2GB/ 500GB/ Win8/ Touch),Intel Celeron,2GB,1TB,NO,Intel HD Graphics 620,15.6,DOS,26990,https://cdn1.smartprix.com/rx-iRfTOMgr1-w103-h125/dell-vostro-3581-lap.jpg
Dell,Dell Vostro 2520 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ DOS ),Intel Core i3 2nd Gen,2GB,1TB,NO,Intel Integrated HD 620,14,Linux,26990,https://cdn1.smartprix.com/rx-iB0LcIlgO-w103-h125/dell-inspiron-14-348.jpg
Dell,Dell Vostro 2520 Laptop (3rd Gen PDC/ 2GB/ 500GB/ Win8),Intel Pentium,2GB,1TB,NO,Intel Integrated HD 620,14,Windows 10,26990,https://cdn1.smartprix.com/rx-iuWN5hSnO-w103-h125/dell-inspiron-3467-l.jpg
Dell,Dell Inspiron 15 3537 Laptop (4th Gen CDC/ 2GB/ 500GB/ Win8.1),Intel Celeron,2GB,1TB,NO,Intel Integrated HD Graphics 520,15.6,Linux,26990,https://cdn1.smartprix.com/rx-iQUwRU7vr-w103-h125/dell-inspiron-5567-n.jpg
Dell,Dell Vostro 2520 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux),Intel Core i3 2nd Gen,2GB,1TB,NO,Intel Integrated UHD 620,14,Linux,26990,https://cdn1.smartprix.com/rx-inMgDmu3A-w103-h125/dell-vostro-3480-lap.jpg
Dell,Dell Vostro 2520 Laptop (3rd Gen PDC/ 2GB/ 500GB/ Ubuntu),Intel Pentium,2GB,1TB,NO,Radeon R4 Graphics,15.6,Windows 10,26990,https://cdn1.smartprix.com/rx-iT7nSA8Zs-w103-h125/dell-inspiron-3595-l.webp
Dell,Dell Vostro 2420 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux),Intel Core i3 2nd Gen,2GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,26965,https://cdn1.smartprix.com/rx-iDLk5n1pl-w103-h125/dell-inspiron-15-354.jpg
Dell,Dell Inspiron 14 3420 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux),Intel Core i3 2nd Gen,2GB,500GB,NO,Intel HD Graphics,14,Windows 8,26900,https://cdn1.smartprix.com/rx-iOVAwx0VO-w103-h125/dell-inspiron-3442-n.jpg
Dell,Dell Inspiron 3541 Laptop (AMD APU E1/ 2GB/ 500GB/ Win8.1),AMD APU E1 6010,2GB,500GB,NO,Intel HD 5500,15.6,Ubuntu,26869,https://cdn1.smartprix.com/rx-iFfGgiYlN-w103-h125/dell-lattitude-3560.jpg
Dell,Dell Inspiron 15 3521 (352132500iBU) Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Ubuntu),Intel Core i3,2GB,1TB,NO,Intel Integrated HD,15.6,Windows 10,26799,https://cdn1.smartprix.com/rx-ivjQWs1YY-w103-h125/dell-inspiron-3552-n.jpg
Dell,Dell Inspiron 15 3537 Laptop (4th Gen Ci3/ 2GB/ 500GB/ Ubuntu/ 1GB Graph),Intel Core i3,2GB,500GB,NO,Intel HD Graphics,11.6,Windows 8,26790,https://cdn1.smartprix.com/rx-iY99uisCX-w103-h125/dell-inspiron-3147-n.jpg
Dell,Dell Inspiron 15 3521 Laptop (CDC/ 2GB/ 500GB/ Linux),Intel Celeron,2GB,1TB,NO,Intel HD Graphics 4400,15.6,Ubuntu,26775,https://cdn1.smartprix.com/rx-ik3yE3Kkz-w103-h125/dell-vostro-15-3546.jpg
Dell,Dell Inspiron 15 3537 Laptop (4th Gen Celeron Dual Core/ 2GB/500GB/ Intel HD Graph/Ubuntu),Intel Celeron Celeron 2955U 4th Gen,2GB,500GB,NO,Intel HD,15.6,Windows 8,26697,https://cdn1.smartprix.com/rx-iSH135EQ4-w103-h125/dell-vostro-15-3546.jpg
Dell,Dell Inspiron 14 3421 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win8/ 1GB Graph),Intel Core i3 2nd Gen,2GB,1TB,NO,Intel HD 620,14,Ubuntu,26650,https://cdn1.smartprix.com/rx-i3t384ueu-w103-h125/dell-vostro-3468-lap.jpg
Dell,Dell Inspiron 15 3551 Notebook (PQC/ 2GB/ 500GB/ FreeDOS),Intel N Pentium,2GB,500GB,NO,Intel HD Graphics 3000,14,Linux,26599,https://cdn1.smartprix.com/rx-iooyGC2NH-w103-h125/dell-vostro-1450-lap.jpg
Dell,Dell Inspiron 3542 Notebook (4th Gen Ci3/ 2GB/ 500GB/ Ubuntu),Intel Core i3 4th Gen,2GB,500GB,NO,Intel HD Graphics 4400,14,Ubuntu,26400,https://cdn1.smartprix.com/rx-i86li0VYT-w103-h125/dell-inspiron-14-344.jpg
Dell,Dell Inspiron 15R N5520 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Linux/ 1GB Graph),Intel Core i3 3rd Gen,2GB,1TB,NO,Integrated graphic,15.6,DOS,26299,https://cdn1.smartprix.com/rx-istQZMots-w103-h125/dell-inspiron-3567-n.jpg
Dell,Dell Vostro 2420 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux/ 1GB Graph),Intel Core i3 2nd Gen,2GB,500GB,NO,Intel HD Graphics 4400,14,Ubuntu,26299,https://cdn1.smartprix.com/rx-izMWoxOU0-w103-h125/dell-inspiron-3450-3.jpg
Dell,Dell Inspiron 14 3421 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Ubuntu/ 1GB Graph),Intel Core i3 3rd Gen,2GB,500GB,NO,Intel HD Graphics,15.6,Ubuntu,26088,https://cdn1.smartprix.com/rx-iLpGqI1Pv-w103-h125/dell-vostro-2520-lap.jpg
Dell,Dell Vostro 2520 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Linux),Intel Core i3 3rd Gen,2GB,500GB,NO,Intel HD Graphics,15.6,Windows 8,26000,https://cdn1.smartprix.com/rx-ibTwJAAUZ-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell Vostro 1540 (1st Gen Ci3/ 2GB/ 500GB/ Linux),Intel 1st Gen Core i3,2GB,500GB,NO,Intel HD Graphics,15.6,Linux,26000,https://cdn1.smartprix.com/rx-iRspV6aAk-w103-h125/dell-inspiron-15-352.jpg
Dell,Dell Inspiron 15 3521 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Linux),Intel Pentium 2nd Gen,2GB,500GB,NO,Intel HD Graphics,15.6,Linux,25999,https://cdn1.smartprix.com/rx-itcnhOALA-w103-h125/dell-lattitude-3560.jpg
Dell,Dell Inspiron 15 3521 Laptop(3rd Gen Ci3/ 2GB/ 500GB/ WIN8),Intel Core i3 3rd Gen,2GB,1TB,NO,Intel Integrated HD 620,14,Linux,25990,https://cdn1.smartprix.com/rx-i1bn21q70-w103-h125/dell-inspiron-3467-l.jpg
Dell,Dell Inspiron 15 3521 Laptop (2nd Gen PDC/ 2GB/ 500GB/ Ubuntu),Intel Pentium 2nd Gen,2GB,500GB,NO,AMD Radeon R2,15.6,Windows 10,25950,https://cdn1.smartprix.com/rx-i6EVvon39-w103-h125/dell-inspiron-15-355.jpg
Dell,Dell Vostro 2420 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3 2nd Gen,2GB,1TB,NO,Intel HD 610,15.6,Linux,25946,https://cdn1.smartprix.com/rx-id8TpyRUf-w103-h125/dell-3568-laptop-7th.jpg
Dell,Dell Inspiron 15 3537 Laptop (4th Gen Ci3/ 2GB/ 500GB/ Win8.1/ 1GB Graph),Intel Core i3,2GB,1TB,NO,Intel Integrated,15.6,Windows 10,25834,https://cdn1.smartprix.com/rx-itKYacj9j-w103-h125/dell-3573-laptop-8th.jpg
Dell,Dell Inspiron 14Z 5423 Ultrabook (2nd Gen Ci3/ 2GB/ 500GB/ Win8/ 1GB Graph),Intel Core i3 2nd Gen,2GB,500GB,NO,AMD Radeon R2 Graphics,14,Windows 8,25500,https://cdn1.smartprix.com/rx-ia74ioFkY-w103-h125/dell-vostro-14-3445.jpg
Dell,Dell Vostro 15 3546 Laptop (4th Gen CDC/ 2GB/ 500GB/ Win8.1),Intel Celeron 2955U,2GB,500GB,NO,Intel HD 4400,15.6,Ubuntu,25500,https://cdn1.smartprix.com/rx-ig6jdxG4E-w103-h125/dell-inspiron-15-353.jpg
Dell,Dell Inspiron 14 3421 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3 3rd Gen,2GB,500GB,NO,Intel Integrated,15.6,Windows 10,25400,https://cdn1.smartprix.com/rx-ivA1FFq01-w103-h125/dell-3573-laptop-pen.jpg
Dell,Dell Inspiron Notebook (Celeron Dual Core (4Th Generation) /2 Gb/500GB/Windows 8.1) (Dell 3137 ),Intel Celeron 2955U 4th Gen,2GB,1TB,NO,Intel HD 520,15.6,Ubuntu,25300,https://cdn1.smartprix.com/rx-iNk1be64T-w103-h125/dell-vostro-3568-not.jpg
Dell,Dell Vostro 2520 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Win8),Intel Core i3,2GB,320GB,NO,Intel HD Graphics,14,Linux,25290,https://cdn1.smartprix.com/rx-ivwEU308q-w103-h125/dell-vostro-2420-lap.jpg
Dell,Dell Vostro 1450 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux),Intel Core i3 2nd Gen,2GB,500GB,NO,Intel HD Graphics,11.6,Windows 8,25000,https://cdn1.smartprix.com/rx-iQd6JtWrC-w103-h125/dell-inspiron-11-2-i.jpg
Dell,Dell Vostro 2520 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ Ubuntu),Intel Core i3,2GB,500GB,NO,Intel HD Graphics,15.6,Ubuntu,24999,https://cdn1.smartprix.com/rx-i8YmlS39H-w103-h125/dell-inspiron-3543-n.jpg
Dell,Dell Inspiron 5558 Notebook (5th Gen Ci3/ 2GB/ 500GB/ Win8.1)(555832500i),Intel Core i3 5th Gen,2GB,1TB,NO,Intel HD Graphics 4400,15.6,Ubuntu,24999,https://cdn1.smartprix.com/rx-iwu693nL0-w103-h125/dell-inspiron-3542-n.jpg
